id,year,citation_count,reference_count,patent_count,doctype,is_retracted,team_size,institution_count,in_degree,out_degree,total_degree
W2955437937,2019,2,14,0,article,False,2,1,0,4,4
W2972363488,2019,2,10,0,article,False,2,1,1,3,4
W2334503303,2016,15,0,0,article,False,0,0,1,0,1
W2762418830,2017,15,53,0,article,False,3,3,2,5,7
W2792123362,2018,15,15,0,article,False,2,1,1,2,3
W2900511485,2018,15,16,0,article,False,6,2,5,4,9
W2972306248,2019,14,67,0,article,False,4,1,6,2,8
W3102651880,2016,14,15,1,article,False,3,3,2,0,2
W4248150051,2019,15,77,0,preprint,False,4,4,1,1,2
W4385245949,2023,0,111,0,article,False,0,0,0,9,9
W2472714269,2016,45,40,0,article,False,2,2,1,0,1
W3160891087,2021,45,79,0,article,False,7,4,7,4,11
W2792929085,2018,41,52,0,article,False,3,1,0,2,2
W3004120509,2020,42,50,0,article,False,8,2,4,1,5
W3128736906,2021,40,21,0,article,False,21,4,4,0,4
W2972128405,2019,40,39,0,article,False,2,2,5,7,12
W2492746700,2016,38,37,0,article,False,5,1,5,0,5
W2551123324,2016,33,71,0,article,False,2,2,11,0,11
W3201387271,2021,37,29,0,article,False,2,1,2,0,2
W2258383363,2016,35,36,0,article,False,6,3,4,0,4
W2952465322,2018,0,34,0,preprint,False,0,0,0,3,3
W2295066318,2016,25,16,0,article,False,2,1,2,0,2
W2336242757,2016,25,64,0,article,False,13,6,1,2,3
W3004159705,2020,21,38,0,article,False,5,5,1,2,3
W3033936781,2020,25,56,0,article,False,6,2,2,0,2
W3150641585,2020,25,54,0,article,False,17,8,0,1,1
W3015014057,2020,24,82,0,article,False,6,5,1,2,3
W2912560125,2019,0,40,0,preprint,False,0,0,0,2,2
W4223610941,2022,0,55,0,article,False,0,0,0,3,3
W2291504148,2016,17,29,4,article,False,5,1,9,0,9
W3121123532,2021,17,30,0,article,False,4,2,9,2,11
W2782396912,2018,16,32,1,article,False,3,1,2,0,2
W2806316517,2019,16,51,0,article,False,9,3,0,1,1
W2986308225,2020,16,70,1,article,False,4,2,0,6,6
W4367173129,2023,16,116,0,review,False,4,2,3,3,6
W2390771619,2017,15,23,0,article,False,19,9,1,1,2
W2809634406,2018,15,36,0,article,False,10,3,1,0,1
W3005165492,2020,12,41,0,article,False,5,1,2,9,11
W3005378304,2020,15,64,0,article,False,4,2,0,1,1
W3104068867,2019,15,37,0,article,False,4,4,0,1,1
W3107723431,2020,15,25,0,article,False,10,2,0,2,2
W3109616987,2020,14,34,0,article,False,16,6,2,2,4
W3186287626,2021,14,84,0,article,False,2,1,3,3,6
W4210710889,2022,14,65,0,article,False,1,1,1,4,5
W4310740908,2023,13,45,0,article,False,3,4,1,4,5
W4387460511,2023,14,86,0,article,False,3,2,3,9,12
W2316158034,2016,14,28,0,article,False,11,3,3,0,3
W2979369854,2020,14,66,0,article,False,3,2,0,6,6
W3198665933,2021,14,60,0,article,False,7,4,0,3,3
W2958001325,2019,13,83,0,article,False,8,4,2,1,3
W2959226774,2019,13,39,0,article,False,10,5,1,0,1
W2582277886,2017,12,37,0,article,False,4,4,1,0,1
W2588213711,2017,12,35,0,article,False,2,2,1,0,1
W2610652550,2017,12,24,0,article,False,3,2,0,2,2
W2751082970,2017,12,13,0,article,False,5,1,5,0,5
W2962825546,2020,12,51,0,article,False,3,4,0,3,3
W2965079170,2019,12,20,0,article,False,3,1,2,3,5
W3001053227,2020,12,38,0,article,False,5,4,1,0,1
W3142300509,2021,12,47,0,article,False,2,2,2,3,5
W4220783065,2022,11,57,0,article,False,6,1,1,1,2
W4226470220,2022,12,14,0,preprint,False,7,4,7,0,7
W3048654376,2020,11,35,0,article,False,5,3,0,3,3
W2521357269,2016,10,10,0,article,False,5,4,3,0,3
W2737397737,2017,10,32,0,article,False,6,4,1,0,1
W2791657297,2018,10,25,0,article,False,7,5,0,1,1
W3027245189,2020,10,27,0,article,False,6,1,1,0,1
W3088404762,2020,9,62,0,article,False,4,2,1,2,3
W3108040878,2020,10,31,0,article,False,5,2,0,3,3
W2404831351,2016,4,19,0,article,False,3,3,1,1,2
W2478778944,2016,4,17,0,article,False,3,1,2,0,2
W2658197476,2017,4,33,0,article,False,3,3,1,4,5
W2768333668,2017,4,41,0,book-chapter,False,5,5,1,1,2
W2796374746,2018,4,21,0,article,False,6,2,0,1,1
W2804895504,2018,4,20,0,article,False,2,1,1,0,1
W2884390301,2018,4,23,0,article,False,4,2,2,1,3
W2885171816,2018,4,17,0,article,False,3,1,1,1,2
W2941741528,2019,4,27,0,article,False,5,3,0,1,1
W3042060618,2020,4,15,0,article,False,4,2,1,1,2
W3082192233,2019,4,8,0,article,False,58,23,2,1,3
W3082395477,2020,4,7,0,article,False,8,1,1,0,1
W3082449059,2020,4,20,0,article,False,2,1,3,3,6
W3088522085,2020,4,42,0,article,False,1,1,4,2,6
W3091796708,2020,4,24,0,article,False,4,1,0,1,1
W3121687452,2017,4,23,0,article,False,2,1,2,1,3
